,name,rows,cols,ub,link
563,False,,,False,https://www.kaggle.com/datasets/selmanyaln/learning-csvs
564,False,,,False,https://www.kaggle.com/datasets/osama12bin/logistic-regression
565,IBM Telco Churn Data,7043.0,9.0,5.29,https://www.kaggle.com/datasets/nikhilrajubiyyap/ibm-telco-churn-data
566,Telco customer churn dataset CSV,7043.0,33.0,0,https://www.kaggle.com/datasets/pavanikatta55/telco-customer-churn-dataset-csv
567,Vodafone,360.0,20.0,8.82,https://www.kaggle.com/datasets/finance123456/vodafone
568,Churn_Modelling,10000.0,14.0,7.06,https://www.kaggle.com/datasets/arjitdsce/churn-modelling
569,Clustering-Bank Dataset,3070.0,2.0,5.88,https://www.kaggle.com/datasets/gopi1035/clusteringbank-dataset
570,False,,,False,https://www.kaggle.com/datasets/kushagragulati/bank-churn-project
571,E-Commerce Customer Multiclass Classification Data,1000.0,9.0,6.47,https://www.kaggle.com/datasets/suryanshchourasiya/ecommerce-customer-dataset
572,False,,,False,https://www.kaggle.com/datasets/pavitrkumar/bcg-data-science-simulation
573,Bank_Customer_Churn,10000.0,13.0,5.29,https://www.kaggle.com/datasets/ramyhafez/bank-customer-churn
574,internet_customer,5517.0,11.0,7.06,https://www.kaggle.com/datasets/miftahuddinm/internet-customer
575,Bank Dataset Full Analysis,500.0,13.0,4.71,https://www.kaggle.com/datasets/aaldoukali/bank-dataset-full-analysis
576,Performance of a subscription business,18100.0,9.0,4.71,https://www.kaggle.com/datasets/sarathperingayi/performance-of-a-subscription-business
577,Customer Data for Telecommunication Analysis,1000.0,12.0,5.29,https://www.kaggle.com/datasets/bhavyajha04/telecust
578,Knet Flicks - Telecom Data,6588.0,33.0,4.12,https://www.kaggle.com/datasets/sakhikhanchandani105/knet-flicks-telecom-data
579,Network,4000.0,7.0,5.29,https://www.kaggle.com/datasets/anshulpachauri/network
580,False,,,False,https://www.kaggle.com/datasets/miltospontikis/b2b-ict-customer-dataset-synthetic
581,Credit Card CSV,10000.0,30.0,5.29,https://www.kaggle.com/datasets/marcelloroy/credit-card-csv
582,DSN Telecom Churn Prediction,600.0,15.0,4.12,https://www.kaggle.com/datasets/udemeudofia/dsn-telecom-churn-prediction
583,Data Info Purchases Customer,3.0,2.0,5.88,https://www.kaggle.com/datasets/sebastianq11/data-info-purchases-customer
584,False,,,False,https://www.kaggle.com/datasets/almasahmad01/customer-churm-prediction-telecom-data
585,Customer_Churn_Banking_Dataset,10000.0,14.0,4.12,https://www.kaggle.com/datasets/jaynadkarni/customer-churn-banking-dataset
586,Customer Demographics and Account Activity,1000.0,12.0,4.12,https://www.kaggle.com/datasets/taruneshburman/customer-demographics-and-account-activity
587,BAnk_CHurn,10000.0,14.0,4.71,https://www.kaggle.com/datasets/chanducn07/bank-churn
588,Bank Churning,10100.0,21.0,5.29,https://www.kaggle.com/datasets/gabrielgrantoboe/bank-churning
589,False,,,False,https://www.kaggle.com/datasets/ssahani/telecom-churn-datasets
590,False,,,False,https://www.kaggle.com/datasets/ayushjannyag/ayush-jannya
591,Sporting goods store,18484.0,21.0,2.35,https://www.kaggle.com/datasets/cnezhmar/sporting-goods-store
592,Newspaper churn,93.0,26.0,5.29,https://www.kaggle.com/datasets/andieminogue/newspaper-churn
593,Loan and Credit Card Metrics,1000.0,11.0,2.94,https://www.kaggle.com/datasets/taruneshburman/loan-and-credit-card-metrics
594,PowerCo's Customer DataSet,14600.0,26.0,5.29,https://www.kaggle.com/datasets/gatabhjsbaj/powercos-customer-company-dataset
595,Telecom Dataset - Measure Churn,6687.0,29.0,9.41,https://www.kaggle.com/datasets/maggieakarn/telecom-dataset-measure-churn
596,False,,,False,https://www.kaggle.com/datasets/ramiabdullah/customer-churn-data-analysis-image
597,Travel Booking Analysis of Dataset,279000.0,11.0,4.12,https://www.kaggle.com/datasets/firdapdevi/travel-booking-analysis-of-dataset
598,Customer_Churn Data set,7043.0,21.0,4.12,https://www.kaggle.com/datasets/jyotibansal9aug/customer-churn-data-set
599,telco_customer_churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/handesav/telco-customer-churn
600,False,,,False,https://www.kaggle.com/datasets/iansurii/china-gdp-dataset
601,Cereals Datasets,77.0,23.0,2.35,https://www.kaggle.com/datasets/homayoonkhadivi/customer-churn-prediction
602,customer_churn,7043.0,33.0,1.18,https://www.kaggle.com/datasets/essiahouaoui/customer-churn
603,Customer Service Interactions,1000.0,11.0,2.94,https://www.kaggle.com/datasets/taruneshburman/customer-service-interactions
604,predicting churn using balanced data set,600.0,15.0,3.53,https://www.kaggle.com/datasets/davidjegede/predicting-churn-using-balanced-data-set
605,Telco_Customer_churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ebubekirtilbac/telco-customer-churn
606,False,,,False,https://www.kaggle.com/datasets/michaelghaly/churnprediction
607,telco_customer_churn_dataset,3333.0,21.0,4.12,https://www.kaggle.com/datasets/sk21789/telco-customer-churn-dataset
608,PowerCO.(a major gas and electricity utility),14600.0,26.0,7.65,https://www.kaggle.com/datasets/takusingh/powerco-a-major-gas-and-electricity-utility
609,False,,,False,https://www.kaggle.com/datasets/datacertlaboratoria/sql-proyecto-2-prdida-de-clientes-en-telco
610,Telco_Customer_Churn_Data,7043.0,33.0,2.35,https://www.kaggle.com/datasets/aqleemkhan/telco-customer-churn-data
611,Telecom Churn Dataset,7043.0,21.0,1.76,https://www.kaggle.com/datasets/dpr1988/telecom-churn-dataset
612,False,,,False,https://www.kaggle.com/datasets/soumenduray99/ajio-data-analysis-using-postgresql-arima-and-rfm
613,customer_churn_dataset,441000.0,12.0,2.94,https://www.kaggle.com/datasets/ahmedemadmorad/customer-churn-dataset
614,Churn data,10000.0,12.0,4.12,https://www.kaggle.com/datasets/mathisssss/churn-data
615,Telco_Customer_Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/gokhankarabag7/telco-customer-churn
616,Telecom Churn Prediction,1543.0,38.0,2.94,https://www.kaggle.com/datasets/levietdat/telecom-churn-prediction
617,Telco_Customer_Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/serapgr/telco-customer-churn
618,telecom_customer_churn,7043.0,38.0,2.94,https://www.kaggle.com/datasets/israamohamedgaber/telecom-customer-churn
619,Churn_Rates_Telecom,4617.0,21.0,1.18,https://www.kaggle.com/datasets/parakhsrivastava/customer-churn-rate
620,Customer_Churn,7032.0,22.0,1.18,https://www.kaggle.com/datasets/bharaniakella/customer-churn
621,Telco Churn Dataset,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ahmetsendil/telco-churn-dataset
622,customer_churn,10000.0,12.0,3.53,https://www.kaggle.com/datasets/yvonneg/customer-churn
623,Telco_Customer_Churn,7043.0,33.0,1.18,https://www.kaggle.com/datasets/aqleemkhan/telco-customer-churn
624,Bank_Customer_Churn_Prediction_Model_Analysis,10000.0,13.0,1.76,https://www.kaggle.com/datasets/abrazlaskar/bank-customer-churn-prediction-model-analysis
625,Electric Mobility Dataset,2499.0,18.0,5.88,https://www.kaggle.com/datasets/rakeshmeka/electric-mobility-dataset
626,telco churn,7043.0,21.0,1.76,https://www.kaggle.com/datasets/bsrsrc/telco-churn
627,customer_churn_Dataset,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ahmedrizkgawish/customer-churn-dataset
628,telco-churn-data,7043.0,21.0,1.76,https://www.kaggle.com/datasets/hakanfe/telcochurndata
629,Churn Dataset,7044.0,21.0,3.53,https://www.kaggle.com/datasets/harshskartik/churn-dataset
630,BCG company client and price data,14600.0,26.0,4.12,https://www.kaggle.com/datasets/abdallahgomaa/bcg-company-client-and-price-data
631,Telco Churn Prediction,7043.0,21.0,2.35,https://www.kaggle.com/datasets/damlasogut/telco-churn-prediction
632,Customer_churn_prediction,7043.0,21.0,1.76,https://www.kaggle.com/datasets/isapakistan/customer-churn-prediction
633,Telecome Dataset for Churn Prediction,791000.0,70.0,6.47,https://www.kaggle.com/datasets/ma12492002/telecome-dataset-for-churn-prediction
634,Churn Data,7043.0,21.0,2.35,https://www.kaggle.com/datasets/mfrimpong/churn-data
635,Telco churn prediction with satisfaction score,7043.0,23.0,2.35,https://www.kaggle.com/datasets/zohaib123/telco-churn-prediction-with-satisfaction-score
636,Customer_Churn_Data,45200.0,22.0,1.18,https://www.kaggle.com/datasets/jxtz518/customer-churn-data
637,churn_prediction_cutomer_dataset,196000.0,16.0,4.71,https://www.kaggle.com/datasets/harzrawat/churn-prediction-cutomer-dataset
638,Customer_Churn,12483.0,21.0,0,https://www.kaggle.com/datasets/hopesb/customer-churn
639,Churn Data,11260.0,19.0,1.18,https://www.kaggle.com/datasets/humerayasmeen/churn-data
640,customer_churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/sandipjadhav4kaggle/customer-churn
641,ML for customer_churn,10000.0,18.0,2.94,https://www.kaggle.com/datasets/trieu1/ml-for-customer-churn
642,Customer_Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ngcminhtrnh/customer-churn
643,Southbell -Churn w/intl calls,6687.0,25.0,2.35,https://www.kaggle.com/datasets/kittyfergusonblevins/southbell-churn-wintl-calls
644,telecom_churn_dataset,7043.0,21.0,1.18,https://www.kaggle.com/datasets/gyanshashwat1611/telecom-churn-dataset
645,Customer_Churn,104000.0,20.0,2.35,https://www.kaggle.com/datasets/kryusufkaya/customer-churn
646,customer_churn_large_dataset,100000.0,9.0,1.18,https://www.kaggle.com/datasets/rohitsalla/customer-churn-large-dataset
647,Customer_churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/rahulverma012/customer-churn
648,dataset_customer_churn,750.0,20.0,1.76,https://www.kaggle.com/datasets/mariastellalisa/dataset-customer-churn
649,Telco Customer,7043.0,21.0,2.94,https://www.kaggle.com/datasets/emreasln/telco-customer
650,False,,,False,https://www.kaggle.com/datasets/sayantanghosh2023/customer-churn-prediction-sayantan
651,False,,,False,https://www.kaggle.com/datasets/abhishekrishav/bank-customer-churn-data
652,Churn dataset with intl call,6687.0,29.0,1.18,https://www.kaggle.com/datasets/davidsonsteele/churn-dataset-with-intl-call
653,False,,,False,https://www.kaggle.com/datasets/triowibowo28/customer-churn
654,False,,,False,https://www.kaggle.com/datasets/adyaom/credit-card-churn-prediction
655,churn_,7043.0,21.0,2.94,https://www.kaggle.com/datasets/priyankadarshanam/churn
656,customer_churn_data,27000.0,28.0,2.35,https://www.kaggle.com/datasets/canhlu/customer-churn-data
657,Customer_churn_dash_app,7043.0,21.0,2.94,https://www.kaggle.com/datasets/satya2492/customer-churn-dash-app
658,Bank Customer,10000.0,12.0,2.35,https://www.kaggle.com/datasets/xwt6035/banksum
659,False,,,False,https://www.kaggle.com/datasets/samsam25/customer-churn-prediction-dataset
660,Customer_Churn,7043.0,21.0,1.76,https://www.kaggle.com/datasets/karishma0795/customer-churn
661,Telecom Churn Dataset_IBM,7043.0,21.0,2.94,https://www.kaggle.com/datasets/nagarathnasali/telecom-churn-dataset-ibm
662,Customer_Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/arnabmukherjee853/customer-churn
663,customer_churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/rahulponnam54/customer-churn
664,customer_churn_dataset,100000.0,9.0,0,https://www.kaggle.com/datasets/ghsouvik2000/customer-churn-dataset
665,churn_dataset,7043.0,21.0,1.18,https://www.kaggle.com/datasets/mehdirachico9055/churn-dataset
666,False,,,False,https://www.kaggle.com/datasets/mahimanema/data-visualization
667,Telecom_Customer_Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/amrghabbour/telecom-customer-churn
668,telecom_churn dataset,7043.0,30.0,1.18,https://www.kaggle.com/datasets/riturajsingh99/telecom-churn-dataset
669,Customer_Churn,10000.0,18.0,2.35,https://www.kaggle.com/datasets/trieu1/customer-churn
670,churn_customer,10000.0,14.0,2.94,https://www.kaggle.com/datasets/baruch100/churn-customer
671,Bank-Churn-Analysis,10001.0,12.0,2.35,https://www.kaggle.com/datasets/akshatsharmawork/bank-churn-analysis
672,churn_predictions,7043.0,21.0,2.94,https://www.kaggle.com/datasets/atharvaaiml/churn-predictions
673,Banking Churn Dataset DMML,4999.0,12.0,3.53,https://www.kaggle.com/datasets/patilomkarmahesh/banking-churn-dataset-dmml
674,telecom_churn_dataset,7043.0,21.0,1.18,https://www.kaggle.com/datasets/codeinstitute/telecom-churn-dataset
675,Bank_Customer_Churn_Prediction,10000.0,12.0,2.35,https://www.kaggle.com/datasets/vivekvishwas/bank-customer-churn-prediction
676,DBCapstoneGroup5V2,1000.0,9.0,2.94,https://www.kaggle.com/datasets/amoghaammava/dbcapstonegroup5v2
677,False,,,False,https://www.kaggle.com/datasets/ojeikereomokhoje/customer-churn-dataset
678,Telco_customer_churn,7043.0,33.0,2.94,https://www.kaggle.com/datasets/prshch/telco-customer-churn
679,T2ModeloDeCliente,21.0,1.0,1.18,https://www.kaggle.com/datasets/alexparroyo/t2modelodecliente
680,Telco_Customer_Churn,7043.0,21.0,1.76,https://www.kaggle.com/datasets/parjanyaadityashukla/telco-customer-churn
681,churn prediction,7043.0,21.0,3.53,https://www.kaggle.com/datasets/macksonmuhale/churn-prediction
682,Churn_dataset,7044.0,21.0,2.94,https://www.kaggle.com/datasets/shrikrishnaparab/churn-dataset
683,False,,,False,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn-json
684,Churn Prediction,7044.0,21.0,3.53,https://www.kaggle.com/datasets/sabikunmonisha/churn-prediction
685,False,,,False,https://www.kaggle.com/datasets/apsr2002/bank-data
686,False,,,False,https://www.kaggle.com/datasets/uyiizevbigie/netflix-data-management2025
687,Customer_Churn_Prediction,100000.0,9.0,2.35,https://www.kaggle.com/datasets/rajashekarpanuganti/customer-churn-prediction
688,Customer_Churn_for_Telecom_Company,3749.0,17.0,2.35,https://www.kaggle.com/datasets/yosephendale/customer-churn-for-telecom-company
689,Churn Analysis,7043.0,21.0,2.35,https://www.kaggle.com/datasets/pragatijain519/churn-analysis
690,Customer,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ibrahimalwagih/customer
691,DigitalBusinessCapstoneGroup5,1000.0,9.0,2.35,https://www.kaggle.com/datasets/amoghaammava/digitalbusinesscapstonegroup5
692,customer_churn,4250.0,21.0,2.35,https://www.kaggle.com/datasets/minar61/customer-churn
693,False,,,False,https://www.kaggle.com/datasets/kottedasaichandu/customer
694,CustomerChurnData,11260.0,19.0,0.59,https://www.kaggle.com/datasets/vsridevi/customerchurndata
695,telco_customer_churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/omerfarukaytunc/telco-customer-churn
696,Bank_Customer-Churn-Modelling,10000.0,14.0,2.35,https://www.kaggle.com/datasets/subhasishsinha/bank-customer-churn-modelling
697,Telco-Custoner-Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/mandalaanugrah/telco-custoner-churn
698,Customer -marketing,50.0,14.0,2.35,https://www.kaggle.com/datasets/kkarthigaaliasamali/customer-marketing
699,Telco_customer_churn,7043.0,33.0,1.76,https://www.kaggle.com/datasets/khurrambhutto/telco-customer-churn
700,Telecom churn dataset,7043.0,21.0,2.35,https://www.kaggle.com/datasets/pratap684/telecom-churn-dataset
701,Telecom_Customer_Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/anasmalick/telecom-customer-churn
702,Customer marketing dataset,50.0,14.0,2.35,https://www.kaggle.com/datasets/kkarthigaaliasamali/customer-marketing-dataset
703,Customer_Churn_Prediction,7043.0,21.0,2.35,https://www.kaggle.com/datasets/hossamfarhoud/customer-churn-prediction
704,Cell2Cell Duke University Telco Dataset,71000.0,58.0,2.35,https://www.kaggle.com/datasets/geoamins/cell2cell-duke-university-telco-dataset
705,Telecom company Employees Churn Data,6687.0,29.0,2.94,https://www.kaggle.com/datasets/deepthibinu/telecom-company-employees-churn-data
706,Customer_Churn,7043.0,21.0,0.59,https://www.kaggle.com/datasets/gpanigrahi/customer-churn
707,Customer_Churn_Prediction_ml,7043.0,21.0,2.35,https://www.kaggle.com/datasets/hossamfarhoud/customer-churn-prediction-ml
708,Telecom Churn,7043.0,38.0,2.35,https://www.kaggle.com/datasets/prashudas/telecom-churn
709,IBM churn fictional telco company 7043,7043.0,21.0,0,https://www.kaggle.com/datasets/geoamins/ibm-churn-fictional-telco-company-7043
710,Dqlab Telco Final,6950.0,13.0,1.76,https://www.kaggle.com/datasets/yuniartamanurung/dqlab-telco-customer-churn
711,Telco Churn Datasets,7043.0,21.0,2.35,https://www.kaggle.com/datasets/buseyldrm/telco-churn-datasets
712,Avia company churn,4000.0,2.0,2.35,https://www.kaggle.com/datasets/ikromjonovhojiakbar/avia-company-churn
713,False,,,False,https://www.kaggle.com/datasets/ashkanranjbar/basalam-marketing-analytics
714,False,,,False,https://www.kaggle.com/datasets/asmitbandyopadhyay/bank-customer-churn-prediction-model
715,CUSTOMER,3333.0,11.0,1.18,https://www.kaggle.com/datasets/ankitjpatel/customer
716,False,,,False,https://www.kaggle.com/datasets/rruchi/churn-prediction
717,Guardian_Customer_Churn,5630.0,20.0,2.35,https://www.kaggle.com/datasets/hat111111/guardian-customer-churn
718,customer,3333.0,11.0,1.18,https://www.kaggle.com/datasets/techinfoguruyash/customer
719,Customer_Churn_Large_Dataset,100000.0,9.0,1.18,https://www.kaggle.com/datasets/saisuraj9999/customer-churn-large-dataset
720,Customer_Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/mitultank/customer-churn
721,customer_churn,32800.0,13.0,2.35,https://www.kaggle.com/datasets/rohithkoripelli/customer-churn
722,customer_churn,113000.0,12.0,2.35,https://www.kaggle.com/datasets/samridhi350/customer-churn
723,customer_churn_data,5880.0,21.0,2.35,https://www.kaggle.com/datasets/ameergul1234/customer-churn-data
724,customer_churn,10000.0,14.0,2.35,https://www.kaggle.com/datasets/vanshkhandelwal5627/customer-churn
725,Telcom_Customer_Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ahmedmagdiii/telcom-customer-churn
726,Telco Churn Dataset,7043.0,16.0,2.35,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset
727,qwetrytyg,10000.0,12.0,2.35,https://www.kaggle.com/datasets/kottedasaichandu/qwetrytyg
728,Customer1,10000.0,12.0,2.35,https://www.kaggle.com/datasets/kottedasaichandu/customer1
729,Telco Churn Dataset 2,7043.0,16.0,2.35,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset-2
730,False,,,False,https://www.kaggle.com/datasets/mithunkuamr/customer-churn
731,Churn_Telco,7043.0,21.0,2.35,https://www.kaggle.com/datasets/akincoskun/churn-telco
732,customer_churn_data_set,32800.0,13.0,2.35,https://www.kaggle.com/datasets/venupilli/customer-churn-data-set
733,telco_customer_churn_19_09_2019,7043.0,21.0,1.18,https://www.kaggle.com/datasets/marcusbao1/telco-customer-churn-19-09-2019
734,churn_p,7043.0,21.0,2.35,https://www.kaggle.com/datasets/darshanjadhav248/churn-p
735,Customer_Churn_Prediction_Task,10000.0,2.0,2.35,https://www.kaggle.com/datasets/itsprateeksagar/customer-churn-prediction-task
736,customer_churn_dataset,7043.0,21.0,2.35,https://www.kaggle.com/datasets/mohammedelhetemy/customer-churn-dataset
737,Telecom_department_customer_data_churn_csv,75000.0,32.0,2.35,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn-csv
738,Telecom Data Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/tahirriaz/telecom-data-churn
739,customer_churn_dataset-training-master,64400.00000000001,12.0,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master
740,customer_churn_dataset-training-master1,64400.00000000001,12.0,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master1
741,customer_churn_dataset-training-master,441000.0,12.0,3.53,https://www.kaggle.com/datasets/mrzero01/customer-churn-dataset-training-master
742,Telco_Customer_Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/serdartohma/telco-customer-churn
743,Churn_Prediction - Logistic_Regression,7043.0,21.0,2.35,https://www.kaggle.com/datasets/naveenklakshman/churn-prediction-logistic-regression
744,Telco_customer_churn_7k,6999.0,33.0,2.35,https://www.kaggle.com/datasets/soumyadse/telco-customer-churn-7k
745,Teleco_Customer_Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/parjanyaadityashukla/teleco-customer-churn
746,Telco_customer_churn.csv,7043.0,33.0,2.35,https://www.kaggle.com/datasets/manassehjoseph/telco-customer-churn-csv
747,customer_churn_dataset.csv,441000.0,12.0,2.35,https://www.kaggle.com/datasets/yousefhossam2222/customer-churn-dataset-csv
748,False,,,False,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn
749,customer_churn_dataset,441000.0,12.0,2.35,https://www.kaggle.com/datasets/pratap684/customer-churn-dataset
750,Churndata,999.0,23.0,2.35,https://www.kaggle.com/datasets/ritikmadhasia/churndata
751,customer_churn,7043.0,38.0,1.18,https://www.kaggle.com/datasets/shiyamey/customer-churn
752,Bank_Customer_Churn,10000.0,13.0,4.12,https://www.kaggle.com/datasets/ahmednashatmahmoud/bank-customer-churn
753,ChurnDataRM,1000.0,7.0,0,https://www.kaggle.com/datasets/fabioheiji/churndatarm
754,False,,,False,https://www.kaggle.com/datasets/ritobrotomohanto/customer-churn
755,final.odev,10000.0,18.0,1.18,https://www.kaggle.com/datasets/eylulnidafirinci/finalodev
756,customerchurn,4250.0,20.0,1.18,https://www.kaggle.com/datasets/vishalchy/customer-churn-train
757,Telco_Churn_Customer,20000.0,26.0,1.18,https://www.kaggle.com/datasets/harpmaujia/telco-churn-customer
758,Customer_Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/praveenrwl/customer-churn
759,False,,,False,https://www.kaggle.com/datasets/obinna11/bank-customer-churn
760,Customer_churn_prediction_xgb,7043.0,21.0,1.18,https://www.kaggle.com/datasets/isapakistan/customer-churn-prediction-xgb
761,Churn_Telco,7043.0,21.0,1.18,https://www.kaggle.com/datasets/abdullah525/churn-telco
762,Customer_churn,14600.0,44.0,1.18,https://www.kaggle.com/datasets/pavithransn/customer-churn
763,telco_churn_csv,7043.0,21.0,1.18,https://www.kaggle.com/datasets/mydang1306/telco-churn-csv
764,Telcom_Customer_Churn,7043.0,30.0,0,https://www.kaggle.com/datasets/hinalpandya1592/telcom-customer-churn
765,hcltech_dataset,999.0,22.0,0,https://www.kaggle.com/datasets/ankitprem/hcltech-dataset
766,uv6696,6347.0,13.0,0,https://www.kaggle.com/datasets/dnyaneshpainjane/uv6696
767,Churn_Modelling,10000.0,14.0,5.29,https://www.kaggle.com/datasets/jayapriyadatascience/churn-modelling
