name,rows,cols,ub,link
False,False,False,False,https://www.kaggle.com/datasets/selmanyaln/learning-csvs
False,False,False,False,https://www.kaggle.com/datasets/osama12bin/logistic-regression
False,False,False,False,https://www.kaggle.com/datasets/nikhilrajubiyyap/ibm-telco-churn-data
False,False,False,False,https://www.kaggle.com/datasets/pavanikatta55/telco-customer-churn-dataset-csv
Vodafone,360,20,8.82,https://www.kaggle.com/datasets/finance123456/vodafone
Churn_Modelling,10.0k,14,7.06,https://www.kaggle.com/datasets/arjitdsce/churn-modelling
Clustering-Bank Dataset,3070,2,5.88,https://www.kaggle.com/datasets/gopi1035/clusteringbank-dataset
False,False,False,False,https://www.kaggle.com/datasets/kushagragulati/bank-churn-project
E-Commerce Customer Multiclass Classification Data,1000,9,6.47,https://www.kaggle.com/datasets/suryanshchourasiya/ecommerce-customer-dataset
False,False,False,False,https://www.kaggle.com/datasets/pavitrkumar/bcg-data-science-simulation
Bank_Customer_Churn,10000,13,5.29,https://www.kaggle.com/datasets/ramyhafez/bank-customer-churn
internet_customer,5517,11,7.06,https://www.kaggle.com/datasets/miftahuddinm/internet-customer
False,False,False,False,https://www.kaggle.com/datasets/aaldoukali/bank-dataset-full-analysis
Performance of a subscription business,18.1k,9,4.71,https://www.kaggle.com/datasets/sarathperingayi/performance-of-a-subscription-business
Customer Data for Telecommunication Analysis,1000,12,5.29,https://www.kaggle.com/datasets/bhavyajha04/telecust
Knet Flicks - Telecom Data,6588,33,4.12,https://www.kaggle.com/datasets/sakhikhanchandani105/knet-flicks-telecom-data
False,False,False,False,https://www.kaggle.com/datasets/anshulpachauri/network
False,False,False,False,https://www.kaggle.com/datasets/miltospontikis/b2b-ict-customer-dataset-synthetic
Credit Card CSV,10.0k,30,5.29,https://www.kaggle.com/datasets/marcelloroy/credit-card-csv
DSN Telecom Churn Prediction,600,15,4.12,https://www.kaggle.com/datasets/udemeudofia/dsn-telecom-churn-prediction
Data Info Purchases Customer,3,2,5.88,https://www.kaggle.com/datasets/sebastianq11/data-info-purchases-customer
False,False,False,False,https://www.kaggle.com/datasets/almasahmad01/customer-churm-prediction-telecom-data
Customer_Churn_Banking_Dataset,10000,14,4.12,https://www.kaggle.com/datasets/jaynadkarni/customer-churn-banking-dataset
Customer Demographics and Account Activity,1000,12,4.12,https://www.kaggle.com/datasets/taruneshburman/customer-demographics-and-account-activity
BAnk_CHurn,10000,14,4.71,https://www.kaggle.com/datasets/chanducn07/bank-churn
Bank Churning,10.1k,21,5.29,https://www.kaggle.com/datasets/gabrielgrantoboe/bank-churning
False,False,False,False,https://www.kaggle.com/datasets/ssahani/telecom-churn-datasets
False,False,False,False,https://www.kaggle.com/datasets/ayushjannyag/ayush-jannya
False,False,False,False,https://www.kaggle.com/datasets/cnezhmar/sporting-goods-store
False,False,False,False,https://www.kaggle.com/datasets/andieminogue/newspaper-churn
Loan and Credit Card Metrics,1000,11,2.94,https://www.kaggle.com/datasets/taruneshburman/loan-and-credit-card-metrics
PowerCo's Customer DataSet,14.6k,26,5.29,https://www.kaggle.com/datasets/gatabhjsbaj/powercos-customer-company-dataset
Telecom Dataset - Measure Churn,6687,29,9.41,https://www.kaggle.com/datasets/maggieakarn/telecom-dataset-measure-churn
False,False,False,False,https://www.kaggle.com/datasets/ramiabdullah/customer-churn-data-analysis-image
Travel Booking Analysis of Dataset,279k,11,4.12,https://www.kaggle.com/datasets/firdapdevi/travel-booking-analysis-of-dataset
Customer_Churn Data set,7043,21,4.12,https://www.kaggle.com/datasets/jyotibansal9aug/customer-churn-data-set
telco_customer_churn,7043,21,2.94,https://www.kaggle.com/datasets/handesav/telco-customer-churn
False,False,False,False,https://www.kaggle.com/datasets/iansurii/china-gdp-dataset
Cereals Datasets,77,23,2.35,https://www.kaggle.com/datasets/homayoonkhadivi/customer-churn-prediction
False,False,False,False,https://www.kaggle.com/datasets/essiahouaoui/customer-churn
Customer Service Interactions,1000,11,2.94,https://www.kaggle.com/datasets/taruneshburman/customer-service-interactions
predicting churn using balanced data set,600,15,3.53,https://www.kaggle.com/datasets/davidjegede/predicting-churn-using-balanced-data-set
Telco_Customer_churn,7043,21,2.35,https://www.kaggle.com/datasets/ebubekirtilbac/telco-customer-churn
False,False,False,False,https://www.kaggle.com/datasets/michaelghaly/churnprediction
telco_customer_churn_dataset,3333,21,4.12,https://www.kaggle.com/datasets/sk21789/telco-customer-churn-dataset
PowerCO.(a major gas and electricity utility),14.6k,26,7.65,https://www.kaggle.com/datasets/takusingh/powerco-a-major-gas-and-electricity-utility
False,False,False,False,https://www.kaggle.com/datasets/datacertlaboratoria/sql-proyecto-2-prdida-de-clientes-en-telco
False,False,False,False,https://www.kaggle.com/datasets/aqleemkhan/telco-customer-churn-data
Telecom Churn Dataset,7043,21,1.76,https://www.kaggle.com/datasets/dpr1988/telecom-churn-dataset
False,False,False,False,https://www.kaggle.com/datasets/soumenduray99/ajio-data-analysis-using-postgresql-arima-and-rfm
customer_churn_dataset,441k,12,2.94,https://www.kaggle.com/datasets/ahmedemadmorad/customer-churn-dataset
Churn data,10000,12,4.12,https://www.kaggle.com/datasets/mathisssss/churn-data
Telco_Customer_Churn,7043,21,2.94,https://www.kaggle.com/datasets/gokhankarabag7/telco-customer-churn
Telecom Churn Prediction,1543,38,2.94,https://www.kaggle.com/datasets/levietdat/telecom-churn-prediction
Telco_Customer_Churn,7043,21,1.18,https://www.kaggle.com/datasets/serapgr/telco-customer-churn
telecom_customer_churn,7043,38,2.94,https://www.kaggle.com/datasets/israamohamedgaber/telecom-customer-churn
Churn_Rates_Telecom,4617,21,1.18,https://www.kaggle.com/datasets/parakhsrivastava/customer-churn-rate
Customer_Churn,7032,22,1.18,https://www.kaggle.com/datasets/bharaniakella/customer-churn
Telco Churn Dataset,7043,21,2.35,https://www.kaggle.com/datasets/ahmetsendil/telco-churn-dataset
customer_churn,10000,12,3.53,https://www.kaggle.com/datasets/yvonneg/customer-churn
False,False,False,False,https://www.kaggle.com/datasets/aqleemkhan/telco-customer-churn
Bank_Customer_Churn_Prediction_Model_Analysis,10000,13,1.76,https://www.kaggle.com/datasets/abrazlaskar/bank-customer-churn-prediction-model-analysis
False,False,False,False,https://www.kaggle.com/datasets/rakeshmeka/electric-mobility-dataset
telco churn,7043,21,1.76,https://www.kaggle.com/datasets/bsrsrc/telco-churn
customer_churn_Dataset,7043,21,2.35,https://www.kaggle.com/datasets/ahmedrizkgawish/customer-churn-dataset
telco-churn-data,7043,21,1.76,https://www.kaggle.com/datasets/hakanfe/telcochurndata
Churn Dataset,7044,21,3.53,https://www.kaggle.com/datasets/harshskartik/churn-dataset
BCG company client and price data,14.6k,26,4.12,https://www.kaggle.com/datasets/abdallahgomaa/bcg-company-client-and-price-data
Telco Churn Prediction,7043,21,2.35,https://www.kaggle.com/datasets/damlasogut/telco-churn-prediction
Customer_churn_prediction,7043,21,1.76,https://www.kaggle.com/datasets/isapakistan/customer-churn-prediction
Telecome Dataset for Churn Prediction,791k,70,6.47,https://www.kaggle.com/datasets/ma12492002/telecome-dataset-for-churn-prediction
Churn Data,7043,21,2.35,https://www.kaggle.com/datasets/mfrimpong/churn-data
Telco churn prediction with satisfaction score,7043,23,2.35,https://www.kaggle.com/datasets/zohaib123/telco-churn-prediction-with-satisfaction-score
Customer_Churn_Data,45.2k,22,1.18,https://www.kaggle.com/datasets/jxtz518/customer-churn-data
churn_prediction_cutomer_dataset,196k,16,4.71,https://www.kaggle.com/datasets/harzrawat/churn-prediction-cutomer-dataset
False,False,False,False,https://www.kaggle.com/datasets/hopesb/customer-churn
False,False,False,False,https://www.kaggle.com/datasets/humerayasmeen/churn-data
customer_churn,7043,21,2.35,https://www.kaggle.com/datasets/sandipjadhav4kaggle/customer-churn
ML for customer_churn,10000,18,2.94,https://www.kaggle.com/datasets/trieu1/ml-for-customer-churn
Customer_Churn,7043,21,2.35,https://www.kaggle.com/datasets/ngcminhtrnh/customer-churn
Southbell -Churn w/intl calls,6687,25,2.35,https://www.kaggle.com/datasets/kittyfergusonblevins/southbell-churn-wintl-calls
telecom_churn_dataset,7043,21,1.18,https://www.kaggle.com/datasets/gyanshashwat1611/telecom-churn-dataset
Customer_Churn,104k,20,2.35,https://www.kaggle.com/datasets/kryusufkaya/customer-churn
customer_churn_large_dataset,100.0k,9,1.18,https://www.kaggle.com/datasets/rohitsalla/customer-churn-large-dataset
Customer_churn,7043,21,1.18,https://www.kaggle.com/datasets/rahulverma012/customer-churn
dataset_customer_churn,750,20,1.76,https://www.kaggle.com/datasets/mariastellalisa/dataset-customer-churn
Telco Customer,7043,21,2.94,https://www.kaggle.com/datasets/emreasln/telco-customer
False,False,False,False,https://www.kaggle.com/datasets/sayantanghosh2023/customer-churn-prediction-sayantan
False,False,False,False,https://www.kaggle.com/datasets/abhishekrishav/bank-customer-churn-data
Churn dataset with intl call,6687,29,1.18,https://www.kaggle.com/datasets/davidsonsteele/churn-dataset-with-intl-call
False,False,False,False,https://www.kaggle.com/datasets/triowibowo28/customer-churn
False,False,False,False,https://www.kaggle.com/datasets/adyaom/credit-card-churn-prediction
churn_,7043,21,2.94,https://www.kaggle.com/datasets/priyankadarshanam/churn
customer_churn_data,27.0k,28,2.35,https://www.kaggle.com/datasets/canhlu/customer-churn-data
Customer_churn_dash_app,7043,21,2.94,https://www.kaggle.com/datasets/satya2492/customer-churn-dash-app
Bank Customer,10000,12,2.35,https://www.kaggle.com/datasets/xwt6035/banksum
False,False,False,False,https://www.kaggle.com/datasets/samsam25/customer-churn-prediction-dataset
Customer_Churn,7043,21,1.76,https://www.kaggle.com/datasets/karishma0795/customer-churn
Telecom Churn Dataset_IBM,7043,21,2.94,https://www.kaggle.com/datasets/nagarathnasali/telecom-churn-dataset-ibm
Customer_Churn,7043,21,2.94,https://www.kaggle.com/datasets/arnabmukherjee853/customer-churn
customer_churn,7043,21,2.94,https://www.kaggle.com/datasets/rahulponnam54/customer-churn
False,False,False,False,https://www.kaggle.com/datasets/ghsouvik2000/customer-churn-dataset
churn_dataset,7043,21,1.18,https://www.kaggle.com/datasets/mehdirachico9055/churn-dataset
False,False,False,False,https://www.kaggle.com/datasets/mahimanema/data-visualization
Telecom_Customer_Churn,7043,21,2.94,https://www.kaggle.com/datasets/amrghabbour/telecom-customer-churn
False,False,False,False,https://www.kaggle.com/datasets/riturajsingh99/telecom-churn-dataset
Customer_Churn,10000,18,2.35,https://www.kaggle.com/datasets/trieu1/customer-churn
churn_customer,10000,14,2.94,https://www.kaggle.com/datasets/baruch100/churn-customer
False,False,False,False,https://www.kaggle.com/datasets/akshatsharmawork/bank-churn-analysis
churn_predictions,7043,21,2.94,https://www.kaggle.com/datasets/atharvaaiml/churn-predictions
Banking Churn Dataset DMML,4999,12,3.53,https://www.kaggle.com/datasets/patilomkarmahesh/banking-churn-dataset-dmml
telecom_churn_dataset,7043,21,1.18,https://www.kaggle.com/datasets/codeinstitute/telecom-churn-dataset
Bank_Customer_Churn_Prediction,10000,12,2.35,https://www.kaggle.com/datasets/vivekvishwas/bank-customer-churn-prediction
DBCapstoneGroup5V2,1000,9,2.94,https://www.kaggle.com/datasets/amoghaammava/dbcapstonegroup5v2
False,False,False,False,https://www.kaggle.com/datasets/ojeikereomokhoje/customer-churn-dataset
Telco_customer_churn,7043,33,2.94,https://www.kaggle.com/datasets/prshch/telco-customer-churn
T2ModeloDeCliente,21,1,1.18,https://www.kaggle.com/datasets/alexparroyo/t2modelodecliente
Telco_Customer_Churn,7043,21,1.76,https://www.kaggle.com/datasets/parjanyaadityashukla/telco-customer-churn
churn prediction,7043,21,3.53,https://www.kaggle.com/datasets/macksonmuhale/churn-prediction
Churn_dataset,7044,21,2.94,https://www.kaggle.com/datasets/shrikrishnaparab/churn-dataset
False,False,False,False,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn-json
Churn Prediction,7044,21,3.53,https://www.kaggle.com/datasets/sabikunmonisha/churn-prediction
False,False,False,False,https://www.kaggle.com/datasets/apsr2002/bank-data
False,False,False,False,https://www.kaggle.com/datasets/uyiizevbigie/netflix-data-management2025
Customer_Churn_Prediction,100.0k,9,2.35,https://www.kaggle.com/datasets/rajashekarpanuganti/customer-churn-prediction
Customer_Churn_for_Telecom_Company,3749,17,2.35,https://www.kaggle.com/datasets/yosephendale/customer-churn-for-telecom-company
Churn Analysis,7043,21,2.35,https://www.kaggle.com/datasets/pragatijain519/churn-analysis
Customer,7043,21,2.35,https://www.kaggle.com/datasets/ibrahimalwagih/customer
DigitalBusinessCapstoneGroup5,1000,9,2.35,https://www.kaggle.com/datasets/amoghaammava/digitalbusinesscapstonegroup5
customer_churn,4250,21,2.35,https://www.kaggle.com/datasets/minar61/customer-churn
False,False,False,False,https://www.kaggle.com/datasets/kottedasaichandu/customer
False,False,False,False,https://www.kaggle.com/datasets/vsridevi/customerchurndata
telco_customer_churn,7043,21,2.35,https://www.kaggle.com/datasets/omerfarukaytunc/telco-customer-churn
Bank_Customer-Churn-Modelling,10000,14,2.35,https://www.kaggle.com/datasets/subhasishsinha/bank-customer-churn-modelling
Telco-Custoner-Churn,7043,21,2.35,https://www.kaggle.com/datasets/mandalaanugrah/telco-custoner-churn
Customer -marketing,50,14,2.35,https://www.kaggle.com/datasets/kkarthigaaliasamali/customer-marketing
False,False,False,False,https://www.kaggle.com/datasets/khurrambhutto/telco-customer-churn
Telecom churn dataset,7043,21,2.35,https://www.kaggle.com/datasets/pratap684/telecom-churn-dataset
Telecom_Customer_Churn,7043,21,2.35,https://www.kaggle.com/datasets/anasmalick/telecom-customer-churn
Customer marketing dataset,50,14,2.35,https://www.kaggle.com/datasets/kkarthigaaliasamali/customer-marketing-dataset
Customer_Churn_Prediction,7043,21,2.35,https://www.kaggle.com/datasets/hossamfarhoud/customer-churn-prediction
Cell2Cell Duke University Telco Dataset,71.0k,58,2.35,https://www.kaggle.com/datasets/geoamins/cell2cell-duke-university-telco-dataset
Telecom company Employees Churn Data,6687,29,2.94,https://www.kaggle.com/datasets/deepthibinu/telecom-company-employees-churn-data
False,False,False,False,https://www.kaggle.com/datasets/gpanigrahi/customer-churn
Customer_Churn_Prediction_ml,7043,21,2.35,https://www.kaggle.com/datasets/hossamfarhoud/customer-churn-prediction-ml
Telecom Churn,7043,38,2.35,https://www.kaggle.com/datasets/prashudas/telecom-churn
False,False,False,False,https://www.kaggle.com/datasets/geoamins/ibm-churn-fictional-telco-company-7043
Dqlab Telco Final,6950,13,1.76,https://www.kaggle.com/datasets/yuniartamanurung/dqlab-telco-customer-churn
Telco Churn Datasets,7043,21,2.35,https://www.kaggle.com/datasets/buseyldrm/telco-churn-datasets
Avia company churn,4000,2,2.35,https://www.kaggle.com/datasets/ikromjonovhojiakbar/avia-company-churn
False,False,False,False,https://www.kaggle.com/datasets/ashkanranjbar/basalam-marketing-analytics
False,False,False,False,https://www.kaggle.com/datasets/asmitbandyopadhyay/bank-customer-churn-prediction-model
CUSTOMER,3333,11,1.18,https://www.kaggle.com/datasets/ankitjpatel/customer
False,False,False,False,https://www.kaggle.com/datasets/rruchi/churn-prediction
Guardian_Customer_Churn,5630,20,2.35,https://www.kaggle.com/datasets/hat111111/guardian-customer-churn
customer,3333,11,1.18,https://www.kaggle.com/datasets/techinfoguruyash/customer
False,False,False,False,https://www.kaggle.com/datasets/saisuraj9999/customer-churn-large-dataset
Customer_Churn,7043,21,2.35,https://www.kaggle.com/datasets/mitultank/customer-churn
customer_churn,32.8k,13,2.35,https://www.kaggle.com/datasets/rohithkoripelli/customer-churn
customer_churn,113k,12,2.35,https://www.kaggle.com/datasets/samridhi350/customer-churn
customer_churn_data,5880,21,2.35,https://www.kaggle.com/datasets/ameergul1234/customer-churn-data
customer_churn,10000,14,2.35,https://www.kaggle.com/datasets/vanshkhandelwal5627/customer-churn
Telcom_Customer_Churn,7043,21,2.35,https://www.kaggle.com/datasets/ahmedmagdiii/telcom-customer-churn
False,False,False,False,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset
qwetrytyg,10000,12,2.35,https://www.kaggle.com/datasets/kottedasaichandu/qwetrytyg
Customer1,10000,12,2.35,https://www.kaggle.com/datasets/kottedasaichandu/customer1
False,False,False,False,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset-2
False,False,False,False,https://www.kaggle.com/datasets/mithunkuamr/customer-churn
Churn_Telco,7043,21,2.35,https://www.kaggle.com/datasets/akincoskun/churn-telco
customer_churn_data_set,32.8k,13,2.35,https://www.kaggle.com/datasets/venupilli/customer-churn-data-set
telco_customer_churn_19_09_2019,7043,21,1.18,https://www.kaggle.com/datasets/marcusbao1/telco-customer-churn-19-09-2019
churn_p,7043,21,2.35,https://www.kaggle.com/datasets/darshanjadhav248/churn-p
Customer_Churn_Prediction_Task,10000,2,2.35,https://www.kaggle.com/datasets/itsprateeksagar/customer-churn-prediction-task
customer_churn_dataset,7043,21,2.35,https://www.kaggle.com/datasets/mohammedelhetemy/customer-churn-dataset
Telecom_department_customer_data_churn_csv,75.0k,32,2.35,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn-csv
Telecom Data Churn,7043,21,1.18,https://www.kaggle.com/datasets/tahirriaz/telecom-data-churn
customer_churn_dataset-training-master,64.4k,12,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master
customer_churn_dataset-training-master1,64.4k,12,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master1
customer_churn_dataset-training-master,441k,12,3.53,https://www.kaggle.com/datasets/mrzero01/customer-churn-dataset-training-master
Telco_Customer_Churn,7043,21,1.18,https://www.kaggle.com/datasets/serdartohma/telco-customer-churn
Churn_Prediction - Logistic_Regression,7043,21,2.35,https://www.kaggle.com/datasets/naveenklakshman/churn-prediction-logistic-regression
Telco_customer_churn_7k,6999,33,2.35,https://www.kaggle.com/datasets/soumyadse/telco-customer-churn-7k
Teleco_Customer_Churn,7043,21,1.18,https://www.kaggle.com/datasets/parjanyaadityashukla/teleco-customer-churn
Telco_customer_churn.csv,7043,33,2.35,https://www.kaggle.com/datasets/manassehjoseph/telco-customer-churn-csv
customer_churn_dataset.csv,441k,12,2.35,https://www.kaggle.com/datasets/yousefhossam2222/customer-churn-dataset-csv
False,False,False,False,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn
customer_churn_dataset,441k,12,2.35,https://www.kaggle.com/datasets/pratap684/customer-churn-dataset
Churndata,999,23,2.35,https://www.kaggle.com/datasets/ritikmadhasia/churndata
customer_churn,7043,38,1.18,https://www.kaggle.com/datasets/shiyamey/customer-churn
Bank_Customer_Churn,10000,13,4.12,https://www.kaggle.com/datasets/ahmednashatmahmoud/bank-customer-churn
False,False,False,False,https://www.kaggle.com/datasets/fabioheiji/churndatarm
False,False,False,False,https://www.kaggle.com/datasets/ritobrotomohanto/customer-churn
final.odev,10000,18,1.18,https://www.kaggle.com/datasets/eylulnidafirinci/finalodev
customerchurn,4250,20,1.18,https://www.kaggle.com/datasets/vishalchy/customer-churn-train
False,False,False,False,https://www.kaggle.com/datasets/harpmaujia/telco-churn-customer
Customer_Churn,7043,21,1.18,https://www.kaggle.com/datasets/praveenrwl/customer-churn
False,False,False,False,https://www.kaggle.com/datasets/obinna11/bank-customer-churn
Customer_churn_prediction_xgb,7043,21,1.18,https://www.kaggle.com/datasets/isapakistan/customer-churn-prediction-xgb
Churn_Telco,7043,21,1.18,https://www.kaggle.com/datasets/abdullah525/churn-telco
Customer_churn,14.6k,44,1.18,https://www.kaggle.com/datasets/pavithransn/customer-churn
telco_churn_csv,7043,21,1.18,https://www.kaggle.com/datasets/mydang1306/telco-churn-csv
False,False,False,False,https://www.kaggle.com/datasets/hinalpandya1592/telcom-customer-churn
False,False,False,False,https://www.kaggle.com/datasets/ankitprem/hcltech-dataset
False,False,False,False,https://www.kaggle.com/datasets/dnyaneshpainjane/uv6696
Churn_Modelling,10000,14,5.29,https://www.kaggle.com/datasets/jayapriyadatascience/churn-modelling
