Unnamed: 0,name,rows,cols,ub,link
152,Telecommunications Industry Customer churn DB,2,2,5.88,https://www.kaggle.com/datasets/mezowahed/telecommunications-industry-customer-churn-db
222,Data for Analysis & Prediction,19900,12,5.88,https://www.kaggle.com/datasets/ayst13/flodata
461,RFM-Ecommerce-data,398000,20,5.88,https://www.kaggle.com/datasets/sharathshebbar/rfm-ecommerce-data
494,PwC Customer Retention Dashboard,7043,23,5.88,https://www.kaggle.com/datasets/rithikmurali/pwc-customer-retention-dashboard
531,Telecom Churn Dataset,6418,32,5.88,https://www.kaggle.com/datasets/nguyenduongthanhthuy/telecom-churn-dataset
185,TelecomChurnInsights 2022,7043,21,5.88,https://www.kaggle.com/datasets/ashirzaki/telecomchurninsights
525,E-Commerce Dataset,5630,20,5.88,https://www.kaggle.com/datasets/anaghapaul/e-commerce-dataset
203,Customer Churn Analysis of Kiwibank,10000,13,5.88,https://www.kaggle.com/datasets/smmmmmmmmmmmm/customer-churn-analysis-of-kiwibank
432,Amazon-Review,4915,12,5.88,https://www.kaggle.com/datasets/emreceliki/amazon-review
528,churnbank,10000,14,5.88,https://www.kaggle.com/datasets/dostonur/churnbank
289,Telecom Customer Churn,15043,21,5.29,https://www.kaggle.com/datasets/akimthaav/telecommunication-customer-churn
577,Customer Data for Telecommunication Analysis,1000,12,5.29,https://www.kaggle.com/datasets/bhavyajha04/telecust
340,Bank Churn Customer Prediction Dataset,9999,12,5.29,https://www.kaggle.com/datasets/ameenhasan/bank-churn-customer-prediction-dataset
336,Ghana Telecommunication Data 2023,1971,17,5.29,https://www.kaggle.com/datasets/freddiej/ghana-telecommunication-data-2023
547,telecom churn- new cell2cell dataset,71000,72,5.29,https://www.kaggle.com/datasets/jpacse/telecom-churn-new-cell2cell-dataset
556,customer_churn,505000,12,5.29,https://www.kaggle.com/datasets/saranimje/customer-churn
23,Customer Churn,3150,16,5.29,https://www.kaggle.com/datasets/royjafari/customer-churn
767,Churn_Modelling,10000,14,5.29,https://www.kaggle.com/datasets/jayapriyadatascience/churn-modelling
376,churndata,10000,14,5.29,https://www.kaggle.com/datasets/emregur/churndata
594,PowerCo's Customer DataSet,14600,26,5.29,https://www.kaggle.com/datasets/gatabhjsbaj/powercos-customer-company-dataset
592,Newspaper churn,93,26,5.29,https://www.kaggle.com/datasets/andieminogue/newspaper-churn
565,IBM Telco Churn Data,7043,9,5.29,https://www.kaggle.com/datasets/nikhilrajubiyyap/ibm-telco-churn-data
559,telco cutomer churn,7043,33,5.29,https://www.kaggle.com/datasets/tiyasanin/telco-cutomer-churn
161,Telecom-Customer_Churn,7043,21,5.29,https://www.kaggle.com/datasets/lampubhutia/telecomcustomer-churn
581,Credit Card CSV,10000,30,5.29,https://www.kaggle.com/datasets/marcelloroy/credit-card-csv
573,Bank_Customer_Churn,10000,13,5.29,https://www.kaggle.com/datasets/ramyhafez/bank-customer-churn
579,Network,4000,7,5.29,https://www.kaggle.com/datasets/anshulpachauri/network
272,bank-customer-churn-data-modified-training-testing,441000,12,5.29,https://www.kaggle.com/datasets/fiazhussain66/bank-customer-churn-data-modified-training-testing
140,Customer Churn in Large Dataset,100000,9,5.29,https://www.kaggle.com/datasets/msarvesh/customer-churn-in-large-dataset
151,Customer Churn Data,200,28,5.29,https://www.kaggle.com/datasets/aysenurdalfidan/customer-churn-data
460,FREECELL Telecom Customer Analytics,7043,9,5.29,https://www.kaggle.com/datasets/shartul/freecell-telecom-customer-analytics
261,Club Data Set,10362,15,5.29,https://www.kaggle.com/datasets/sonannguyenngoc/club-data-set
459,Customer Behavior and Purchase Dataset,103000,21,5.29,https://www.kaggle.com/datasets/timcii/clothing-store-sales-data
431,streaming_app_dataset,1000,12,5.29,https://www.kaggle.com/datasets/ttrngquangminh/streaming-app-dataset
588,Bank Churning,10100,21,5.29,https://www.kaggle.com/datasets/gabrielgrantoboe/bank-churning
247,s4e1 Original Data Extended,10000,18,5.29,https://www.kaggle.com/datasets/samvelkoch/s4e1-original-data-extended
453,Cleaned Churn,7010,27,5.29,https://www.kaggle.com/datasets/gokhanergul/cleaned-churn
637,churn_prediction_cutomer_dataset,196000,16,4.71,https://www.kaggle.com/datasets/harzrawat/churn-prediction-cutomer-dataset
576,Performance of a subscription business,18100,9,4.71,https://www.kaggle.com/datasets/sarathperingayi/performance-of-a-subscription-business
59,Churn Prediction of bank customers,10000,14,4.71,https://www.kaggle.com/datasets/sonalidasgupta95/churn-prediction-of-bank-customers
167,telecom_churn_data,38,2,4.71,https://www.kaggle.com/datasets/santhraul/telecom-churn-data
575,Bank Dataset Full Analysis,500,13,4.71,https://www.kaggle.com/datasets/aaldoukali/bank-dataset-full-analysis
498,Advanced Telecom Churn prediction model,36,2,4.71,https://www.kaggle.com/datasets/rahulkashyap1996/advanced-telecom-churn-prediction-model
535,The Telco Churn.xls,20000,13,4.71,https://www.kaggle.com/datasets/wereouma/the-telco-churn-xls
522,Online Retail E-Commerce Data,541910,8,4.71,https://www.kaggle.com/datasets/shravankanamadi/online-retail-e-commerce-data
180,TeleCommunications,1000,12,4.71,https://www.kaggle.com/datasets/navins7/telecommunications
170,bank customers and their churn behavior,10000,14,4.71,https://www.kaggle.com/datasets/sharanharsoor/bank-customers-and-their-churn-behavior
153,Customer churn dataset,11000,18,4.71,https://www.kaggle.com/datasets/zagroz901/customer-churn-dataset
446,HackerEarth - Predict the churn risk rate,5,2,4.71,https://www.kaggle.com/datasets/dskagglemt/hackerearth-predict-the-churn-risk-rate
486,"Sales, Product, and Customer Insight Repository",1000,12,4.71,https://www.kaggle.com/datasets/svbstan/sales-product-and-customer-insight-repository
194,Iranian Churn Dataset,3150,14,4.71,https://www.kaggle.com/datasets/alinoranianesfahani/iranian-churn-dataset
196,Expresso Churn Prediction Challenge,380000,2,4.71,https://www.kaggle.com/datasets/hamzaghanmi/expresso-churn-prediction-challenge
183,Customer churn Dataset,10000,14,4.71,https://www.kaggle.com/datasets/pranjal323/customer-churn-dataset
266,Customer Churn Dataset,10000,12,4.71,https://www.kaggle.com/datasets/prithviraj07/customer-churn-dataset
410,WA_Fn-UseC_-Telco-Customer-Churn_new_ad,10300,21,4.71,https://www.kaggle.com/datasets/debu1dutta/wa-fn-usec-telco-customer-churn-new-ad
129,Customer Churn with explainable AI,10000,14,4.71,https://www.kaggle.com/datasets/teesoong/customer-churn-with-explainable-ai
124,Customer Churn dataset for Life Insurance Industry,200000,12,4.71,https://www.kaggle.com/datasets/usmanfarid/customer-churn-dataset-for-life-insurance-industry
587,BAnk_CHurn,10000,14,4.71,https://www.kaggle.com/datasets/chanducn07/bank-churn
128,Customer Churn,64400,12,4.71,https://www.kaggle.com/datasets/sohailaelsayed/customer-churn
378,Customer Churn Analysis Dataset,10000,18,4.71,https://www.kaggle.com/datasets/gregorykipngeno/customer-churn-analysis-dataset
303,HackerEarth's Churn Risk Rate Challenge,5,2,4.71,https://www.kaggle.com/datasets/rishabh6377/hackerearths-churn-risk-rate-challenge
377,Grocery Customer Churn Dataset,35800,28,4.71,https://www.kaggle.com/datasets/abdulmoizrao/grocery-customer-churn-dataset
299,Customer_churn_larger_dataset,100000,9,4.71,https://www.kaggle.com/datasets/shaileshkumar591/customer-churn-larger-dataset
300,Telco Customer Churn Dataset,7043,21,4.71,https://www.kaggle.com/datasets/ojeikereomokhoje/telco-customer-churn-dataset
384,Banking Customer Churn Prediction Dataset,10000,14,4.12,https://www.kaggle.com/datasets/sudenazonaran/banking-customer-churn-prediction-dataset
338,Investigating Customer Churn,6687,29,4.12,https://www.kaggle.com/datasets/muftau/investigating-customer-churn
275,Bank Customer Churn,10000,14,4.12,https://www.kaggle.com/datasets/rubelmiads/bank-customer-churn
395,Telco Customer Churn Prediction,7043,21,4.12,https://www.kaggle.com/datasets/ramasub78/telco-customer-churn-prediction
393,Telecom Customers Churn,7043,21,4.12,https://www.kaggle.com/datasets/andrawesashraffarouk/telecom-customers-churn
276,Telecom customer churn,4815,17,4.12,https://www.kaggle.com/datasets/cesarayres/telecom-customer-churn
752,Bank_Customer_Churn,10000,13,4.12,https://www.kaggle.com/datasets/ahmednashatmahmoud/bank-customer-churn
598,Customer_Churn Data set,7043,21,4.12,https://www.kaggle.com/datasets/jyotibansal9aug/customer-churn-data-set
597,Travel Booking Analysis of Dataset,279000,11,4.12,https://www.kaggle.com/datasets/firdapdevi/travel-booking-analysis-of-dataset
544,Churn DataSet,7043,21,4.12,https://www.kaggle.com/datasets/anshulgoel24/churn-dataset
630,BCG company client and price data,14600,26,4.12,https://www.kaggle.com/datasets/abdallahgomaa/bcg-company-client-and-price-data
200,Telecom Customers Churn,7043,21,4.12,https://www.kaggle.com/datasets/mohamedhany777/telecom-customers-churn
116,Customer-churn-datasets,7043,21,4.12,https://www.kaggle.com/datasets/ranasarkar15/customerchurndatasets
520,Telco Churn,3333,33,4.12,https://www.kaggle.com/datasets/pangkw/telco-churn
518,Newspaper churn,15855,19,4.12,https://www.kaggle.com/datasets/leiyiting01/newspaper-churn
210,Churn Modelling (Bank Customer),10000,14,4.12,https://www.kaggle.com/datasets/muratcakmak/churn-modelling-bank-customer
181,churn_modelling,10000,14,4.12,https://www.kaggle.com/datasets/jssunmathi/churn-modelling
491,Mortgate Customer Churn data: Predictive Modeling,308000,121,4.12,https://www.kaggle.com/datasets/chidi18/mortgate-customer-churn-data-predictive-modeling
188,Customer-Churn,7043,21,4.12,https://www.kaggle.com/datasets/sakshirajpura/customerchurn
190,Telecom Churn Dataset,100000,226,4.12,https://www.kaggle.com/datasets/ashishkumarsingh123/telecom-churn-dataset
578,Knet Flicks - Telecom Data,6588,33,4.12,https://www.kaggle.com/datasets/sakhikhanchandani105/knet-flicks-telecom-data
126,Project Telecommunication Customer Churn,3333,17,4.12,https://www.kaggle.com/datasets/dhanushu2012/project-telecommunication-customer-churn
582,DSN Telecom Churn Prediction,600,15,4.12,https://www.kaggle.com/datasets/udemeudofia/dsn-telecom-churn-prediction
326,Telecom company dataset for customer churn,441000,12,4.12,https://www.kaggle.com/datasets/deepakkumar707/telecom-company-dataset-for-customer-churn
330,Ecommerce-customer-churn-data,5630,20,4.12,https://www.kaggle.com/datasets/upam22/ecommerce-customer-churn-data
585,Customer_Churn_Banking_Dataset,10000,14,4.12,https://www.kaggle.com/datasets/jaynadkarni/customer-churn-banking-dataset
586,Customer Demographics and Account Activity,1000,12,4.12,https://www.kaggle.com/datasets/taruneshburman/customer-demographics-and-account-activity
607,telco_customer_churn_dataset,3333,21,4.12,https://www.kaggle.com/datasets/sk21789/telco-customer-churn-dataset
252,Telco customer churn data,7043,21,4.12,https://www.kaggle.com/datasets/alexabiri/telco-customer-churn-data
454,Bank Customer Churn Determiner Dataset,28508,21,4.12,https://www.kaggle.com/datasets/onajiteewhrudjakpor/bank-customer-churn-determiner-dataset
251,Credit card customer churn,200000,7,4.12,https://www.kaggle.com/datasets/rishabsingh/credit-card-customer-churn
438,Telecom Company Dataset - Logistic Regression,7042,22,4.12,https://www.kaggle.com/datasets/uddhavparab/telecom-company-dataset-logistic-regression
81,Customer Churn Dataset,10000,11,4.12,https://www.kaggle.com/datasets/simranjitkhehra/customer-churn-dataset
614,Churn data,10000,12,4.12,https://www.kaggle.com/datasets/mathisssss/churn-data
739,customer_churn_dataset-training-master,64400,12,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master
493,Telco_Customer_Churn_Dataset,7043,21,3.53,https://www.kaggle.com/datasets/merveatasoy1/telco-customer-churn-dataset
435,Telecom Customer Churn Dataset,7043,21,3.53,https://www.kaggle.com/datasets/qaiserrizvi/telecom-customer-churn-dataset
464,Telecom Customer Churn CSV File,7043,38,3.53,https://www.kaggle.com/datasets/tuhinkundu2025/telecom-customer-churn-csv-file
684,Churn Prediction,7044,21,3.53,https://www.kaggle.com/datasets/sabikunmonisha/churn-prediction
740,customer_churn_dataset-training-master1,64400,12,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master1
741,customer_churn_dataset-training-master,441000,12,3.53,https://www.kaggle.com/datasets/mrzero01/customer-churn-dataset-training-master
437,Telecom Customer Churn Analysis,7043,21,3.53,https://www.kaggle.com/datasets/lileejass/telecom-customer-churn-analysis
604,predicting churn using balanced data set,600,15,3.53,https://www.kaggle.com/datasets/davidjegede/predicting-churn-using-balanced-data-set
135,Customer-Churn,1343,1,3.53,https://www.kaggle.com/datasets/karamalhanatleh/customer-churn
408,rbcchurndataset,2,2,3.53,https://www.kaggle.com/datasets/saadsalim997/rbcchurndataset
463,Credit Card Customer Churn Prediction,10000,14,3.53,https://www.kaggle.com/datasets/avinashbhardwaz/credit-card-customer-churn-prediction
519,card churn customers/tech4dev project group13,10100,23,3.53,https://www.kaggle.com/datasets/hanatuangud/card-churn-customerstech4dev-project-group13
436,Telecom Customer Churn Data,7043,21,3.53,https://www.kaggle.com/datasets/sandipjadhav4kaggle/telecom-customer-churn-data
228,Predict Customer Churn dataset,15000,10,3.53,https://www.kaggle.com/datasets/muhammadyasirsaleem/predict-customer-churn-dataset
673,Banking Churn Dataset DMML,4999,12,3.53,https://www.kaggle.com/datasets/patilomkarmahesh/banking-churn-dataset-dmml
182,Netflix Customer Churn and Engagement Dataset,1000,16,3.53,https://www.kaggle.com/datasets/dddtra/netflix-customer-churn-and-engagement-dataset
105,Credit Card Customer Churn Prediction,7043,21,3.53,https://www.kaggle.com/datasets/mahmudulhaqueshawon/credit-card-customer-churn-prediction
536,Bank Customer Information,10000,20,3.53,https://www.kaggle.com/datasets/subhashreek/bank-customer-information
681,churn prediction,7043,21,3.53,https://www.kaggle.com/datasets/macksonmuhale/churn-prediction
163,HR_Dataset,15000,10,3.53,https://www.kaggle.com/datasets/kadirduran/hr-dataset
629,Churn Dataset,7044,21,3.53,https://www.kaggle.com/datasets/harshskartik/churn-dataset
234,BANK CUSTOMER CHURN,10000,13,3.53,https://www.kaggle.com/datasets/nitanttyagi/bank-customer-churn
361,Customer Churn Prediction,7043,21,3.53,https://www.kaggle.com/datasets/khizarsultan/customer-churn-prediction
323,Orange_Telecom_Churn_Data,5000,21,3.53,https://www.kaggle.com/datasets/ghassenkhaled/orange-telecom-churn-data
363,Telecom Customer Churn,5000,21,3.53,https://www.kaggle.com/datasets/asharma237/telecom-customer-churn
357,Assessing Customer Churn Using Machine Learning,6500,10,3.53,https://www.kaggle.com/datasets/abdelazizsami/assessing-customer-churn-using-machine-learning
362,Teleco - Customer - Churn,7043,21,3.53,https://www.kaggle.com/datasets/achyuthmukund/teleco-customer-churn
465,Streaming Service Customer Churn Prediction,125000,20,3.53,https://www.kaggle.com/datasets/raghunandan9605/streaming-service-customer-churn-prediction
622,customer_churn,10000,12,3.53,https://www.kaggle.com/datasets/yvonneg/customer-churn
503,Banking Dataset with Customer Churn Prediction,10000,14,3.53,https://www.kaggle.com/datasets/adwaitpurao/banking-dataset-with-customer-churn-prediction
360,Telec customer churn,7043,21,3.53,https://www.kaggle.com/datasets/mohamedjamyl/telec-customer-churn
313,Bank Customer Churn,10000,12,2.94,https://www.kaggle.com/datasets/scotthorning/bank-customer-churn
311,customer churn dataset,7043,23,2.94,https://www.kaggle.com/datasets/offwitt0/customer-churn-dataset
314,Customer Churn Data,10000,14,2.94,https://www.kaggle.com/datasets/zhenruing/customer-churn-data
676,DBCapstoneGroup5V2,1000,9,2.94,https://www.kaggle.com/datasets/amoghaammava/dbcapstonegroup5v2
312,customer-churn-dataset,7043,21,2.94,https://www.kaggle.com/datasets/dheerajetx/customer-churn-dataset
561,RoyalBankofScotland_Customer_Churn_YBI_Foundation,10001,1,2.94,https://www.kaggle.com/datasets/snjena/bank-customer-churn-project-ybi-foundation
241,BANK CUSTOMER CHURN DATA,10000,13,2.94,https://www.kaggle.com/datasets/pothulaswaraj/bank-customer-churn-data
215,telecom customer churn dataset,7043,21,2.94,https://www.kaggle.com/datasets/hajarkhagd/telecom-customer-churn-dataset
197,Churn For Customer Bank,10000,14,2.94,https://www.kaggle.com/datasets/firmanwahyu/churn-for-customer-bank
521,customer churn prediction data science project,5630,20,2.94,https://www.kaggle.com/datasets/mohsinali08000/customer-churn-prediction-data-science-project
497,Customer_Churn_Dataset,7043,21,2.94,https://www.kaggle.com/datasets/vimlendusharma/customer-churn-dataset
115,Telecom Customer Churn,7043,21,2.94,https://www.kaggle.com/datasets/moe5998/telecom-customer-churn
532,Churn Data,11260,19,2.94,https://www.kaggle.com/datasets/rakeshswaminathan/churn-data
204,Bank Customer Churn,10000,18,2.94,https://www.kaggle.com/datasets/omaebelfeki/bank-customer-churn
613,customer_churn_dataset,441000,12,2.94,https://www.kaggle.com/datasets/ahmedemadmorad/customer-churn-dataset
333,Model Fitness (customer churn),4000,14,2.94,https://www.kaggle.com/datasets/ellanihill/model-fitness-customer-churn
264,customer churn,10000,18,2.94,https://www.kaggle.com/datasets/msarvesh/customer-churn
649,Telco Customer,7043,21,2.94,https://www.kaggle.com/datasets/emreasln/telco-customer
655,churn_,7043,21,2.94,https://www.kaggle.com/datasets/priyankadarshanam/churn
310,Telecom Customer Churn,7043,25,2.94,https://www.kaggle.com/datasets/mohamedhamdymady/telecom-customer-churn
334,Customer Churn Modelling Dataset,10000,14,2.94,https://www.kaggle.com/datasets/kanishknagpal/customer-churn-modelling-dataset
409,Customer_Churn_Dataset,7043,21,2.94,https://www.kaggle.com/datasets/isapakistan/customer-churn-dataset
246,Telecom Customer Churn Data set,21,3,2.94,https://www.kaggle.com/datasets/sourabhpattanshetty/telecom-customer-churn-data-set
387,Customer Churn Dataset,7043,21,2.94,https://www.kaggle.com/datasets/hardik1809/customer-churn-dataset
319,Telco Customer Churn,7043,21,2.94,https://www.kaggle.com/datasets/thatomaelane/telco-customer-churn
320,Customer Churn Dataset,7043,21,2.94,https://www.kaggle.com/datasets/afiqmahba37/customer-churn-dataset
593,Loan and Credit Card Metrics,1000,11,2.94,https://www.kaggle.com/datasets/taruneshburman/loan-and-credit-card-metrics
599,telco_customer_churn,7043,21,2.94,https://www.kaggle.com/datasets/handesav/telco-customer-churn
316,Telco Customer Churn,7043,21,2.94,https://www.kaggle.com/datasets/bernaded/telco-customer-churn
317,Telco Customer Churn,7043,21,2.94,https://www.kaggle.com/datasets/feryramadhanc/telco-customer-churn
318,Bank customer churn,10000,14,2.94,https://www.kaggle.com/datasets/vipulsharma1631/bank-customer-churn
192,Telco Customer Churn,7043,21,2.94,https://www.kaggle.com/datasets/calistadamara/telco-customer-churn
322,Customer churn dataset,7043,11,2.94,https://www.kaggle.com/datasets/hectarcarson/customer-churn-dataset
315,TelEcom cUSTOMER CHURN,7043,21,2.94,https://www.kaggle.com/datasets/manjit0801/telecom-customer-churn
321,Customer Churn Data,7043,21,2.94,https://www.kaggle.com/datasets/alimovaa/customer-churn-data
262,Customer Churn,10000,14,2.94,https://www.kaggle.com/datasets/sharooqfarzeenak/customer-churn
258,Telco-Customer-Churn,7043,21,2.94,https://www.kaggle.com/datasets/peekabo0/telco-customer-churn
265,Customer Churn,750,2,2.94,https://www.kaggle.com/datasets/petetilavanya/customer-churn
447,Telco customer churn_new,7043,33,2.94,https://www.kaggle.com/datasets/yanesther/telco-customer-churn-new
483,Customer Churn Data Infinite Investment Systems,111,3,2.94,https://www.kaggle.com/datasets/noahnguyen08/customer-churn-data-infinite-investment-systems
603,Customer Service Interactions,1000,11,2.94,https://www.kaggle.com/datasets/taruneshburman/customer-service-interactions
615,Telco_Customer_Churn,7043,21,2.94,https://www.kaggle.com/datasets/gokhankarabag7/telco-customer-churn
176,Telco Customer Churn,7043,21,2.94,https://www.kaggle.com/datasets/engahmedelzoz/telco-customer-churn
442,Customer Churn Dataset(Generated BY AI ),25000,26,2.94,https://www.kaggle.com/datasets/hanggoesdsaiml/customer-churn-datasetgenerated-by-ai
441,WA_Fn-UseC_-Telco-Customer-Churn,7043,21,2.94,https://www.kaggle.com/datasets/hossamfarhoud/wa-fn-usec-telco-customer-churn
440,customer churn with missing values,7043,22,2.94,https://www.kaggle.com/datasets/rohitraj9939/customer-churn-with-missing-values
485,WA_Fn-UseC_-Telco-Customer-Churn.csv,7043,21,2.94,https://www.kaggle.com/datasets/maqeel732/wa-fn-usec-telco-customer-churn-csv
263,Customer Churn.,3150,14,2.94,https://www.kaggle.com/datasets/zhengzhengml/customer-churn
208,Network Provider Customer Churn Data,7043,21,2.94,https://www.kaggle.com/datasets/lokeshkum/network-provider-customer-churn-data
641,ML for customer_churn,10000,18,2.94,https://www.kaggle.com/datasets/trieu1/ml-for-customer-churn
216,telco customer churn dataset,7032,21,2.94,https://www.kaggle.com/datasets/hrishikeshjadhav/telco-customer-churn-dataset
667,Telecom_Customer_Churn,7043,21,2.94,https://www.kaggle.com/datasets/amrghabbour/telecom-customer-churn
225,telco customer churn data set,7043,21,2.94,https://www.kaggle.com/datasets/mohammedassad/telco-customer-churn-data-set
618,telecom_customer_churn,7043,38,2.94,https://www.kaggle.com/datasets/israamohamedgaber/telecom-customer-churn
616,Telecom Churn Prediction,1543,38,2.94,https://www.kaggle.com/datasets/levietdat/telecom-churn-prediction
678,Telco_customer_churn,7043,33,2.94,https://www.kaggle.com/datasets/prshch/telco-customer-churn
278,Telco-Customer-Churn,7043,21,2.94,https://www.kaggle.com/datasets/mazenalattar/telco-customer-churn
663,customer_churn,7043,21,2.94,https://www.kaggle.com/datasets/rahulponnam54/customer-churn
662,Customer_Churn,7043,21,2.94,https://www.kaggle.com/datasets/arnabmukherjee853/customer-churn
672,churn_predictions,7043,21,2.94,https://www.kaggle.com/datasets/atharvaaiml/churn-predictions
661,Telecom Churn Dataset_IBM,7043,21,2.94,https://www.kaggle.com/datasets/nagarathnasali/telecom-churn-dataset-ibm
670,churn_customer,10000,14,2.94,https://www.kaggle.com/datasets/baruch100/churn-customer
682,Churn_dataset,7044,21,2.94,https://www.kaggle.com/datasets/shrikrishnaparab/churn-dataset
550,tele churn,600,15,2.94,https://www.kaggle.com/datasets/wisdomgl/churn
557,Lioyds Bank,345,1,2.94,https://www.kaggle.com/datasets/nitin2335/lioyds-bank
657,Customer_churn_dash_app,7043,21,2.94,https://www.kaggle.com/datasets/satya2492/customer-churn-dash-app
705,Telecom company Employees Churn Data,6687,29,2.94,https://www.kaggle.com/datasets/deepthibinu/telecom-company-employees-churn-data
101,Customer Churn,1000,10,2.94,https://www.kaggle.com/datasets/ehsanbouji/customer-churn
145,Internet Customer Churn,1409,20,2.94,https://www.kaggle.com/datasets/krishnanshverma/internet-customer-churn
548,telecommunication industry sample data,7043,21,2.94,https://www.kaggle.com/datasets/arrayweb/telecommunication-industry-sample-data
50,Credit Card Customer Churn Prediction,10000,14,2.94,https://www.kaggle.com/datasets/rjmanoj/credit-card-customer-churn-prediction
732,customer_churn_data_set,32800,13,2.35,https://www.kaggle.com/datasets/venupilli/customer-churn-data-set
731,Churn_Telco,7043,21,2.35,https://www.kaggle.com/datasets/akincoskun/churn-telco
729,Telco Churn Dataset 2,7043,16,2.35,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset-2
734,churn_p,7043,21,2.35,https://www.kaggle.com/datasets/darshanjadhav248/churn-p
723,customer_churn_data,5880,21,2.35,https://www.kaggle.com/datasets/ameergul1234/customer-churn-data
724,customer_churn,10000,14,2.35,https://www.kaggle.com/datasets/vanshkhandelwal5627/customer-churn
725,Telcom_Customer_Churn,7043,21,2.35,https://www.kaggle.com/datasets/ahmedmagdiii/telcom-customer-churn
726,Telco Churn Dataset,7043,16,2.35,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset
727,qwetrytyg,10000,12,2.35,https://www.kaggle.com/datasets/kottedasaichandu/qwetrytyg
728,Customer1,10000,12,2.35,https://www.kaggle.com/datasets/kottedasaichandu/customer1
735,Customer_Churn_Prediction_Task,10000,2,2.35,https://www.kaggle.com/datasets/itsprateeksagar/customer-churn-prediction-task
711,Telco Churn Datasets,7043,21,2.35,https://www.kaggle.com/datasets/buseyldrm/telco-churn-datasets
542,Data_Customer_Churn,7043,21,2.35,https://www.kaggle.com/datasets/fathyfathysahlool/data-customer-churn
537,customer_churn,1000,4,2.35,https://www.kaggle.com/datasets/shayam123/customer-churn
141,Customer Churn Dataset,22100,21,2.35,https://www.kaggle.com/datasets/the0electronic0guy/customer-churn-dataset
722,customer_churn,113000,12,2.35,https://www.kaggle.com/datasets/samridhi350/customer-churn
108,customer churn,1000,6,2.35,https://www.kaggle.com/datasets/nmnbabbar/customer-churn
549,customer_churn_rate_EDA,6975,22,2.35,https://www.kaggle.com/datasets/swim159357/customer-churn-rate-eda
558,E-commercial customer segmentation and analysis,2240,24,2.35,https://www.kaggle.com/datasets/linhdinh120804/e-commercial-customer-segmentation-and-analysis
178,Telco Customer Churn,7043,21,2.35,https://www.kaggle.com/datasets/birgulkilic/telco-customer-churn
721,customer_churn,32800,13,2.35,https://www.kaggle.com/datasets/rohithkoripelli/customer-churn
